office,district,party,county,candidate,precinct,votes,winner
U.S. House,,Libertarian,Albany,Thomas R. Rankin,Rock River Town Hall 14-1,9,
U.S. House,,Libertarian,Albany,Thomas R. Rankin,Slade School 31-1,2,
U.S. House,,Libertarian,Albany,Thomas R. Rankin,Slade School 31-2,39,
U.S. House,,Libertarian,Albany,Thomas R. Rankin,Albany County Public Library 31-3,28,
U.S. House,,Libertarian,Albany,Thomas R. Rankin,Spring Creek School 31-4,15,
U.S. House,,Libertarian,Albany,Thomas R. Rankin,Laramie Junior High School 41-1,27,
U.S. House,,Libertarian,Albany,Thomas R. Rankin,Laramie Junior High School 41-2,3,
U.S. House,,Libertarian,Albany,Thomas R. Rankin,Indian Paintbrush School 41-3,26,
U.S. House,,Libertarian,Albany,Thomas R. Rankin,Indian Paintbrush School 41-4,9,
U.S. House,,Libertarian,Albany,Thomas R. Rankin,Albany County Public Library 51-1,2,
U.S. House,,Libertarian,Albany,Thomas R. Rankin,Albany County Public Library 51-2,19,
U.S. House,,Libertarian,Albany,Thomas R. Rankin,Spring Creek School 51-3,19,
U.S. House,,Libertarian,Albany,Thomas R. Rankin,Linford School 51-4,5,
U.S. House,,Libertarian,Albany,Thomas R. Rankin,Linford School 51-5,66,
U.S. House,,Libertarian,Albany,Thomas R. Rankin,Linford School 51-6,5,
U.S. House,,Libertarian,Albany,Thomas R. Rankin,Beitel School 61-1,0,
U.S. House,,Libertarian,Albany,Thomas R. Rankin,Beitel School 61-2,41,
U.S. House,,Libertarian,Albany,Thomas R. Rankin,Thayer School 61-3,20,
U.S. House,,Libertarian,Albany,Thomas R. Rankin,Thayer School 61-4,7,
U.S. House,,Libertarian,Albany,Thomas R. Rankin,,421,
